"State","Chamber","District","Name","Twitter","Party","office.firstElect","office.lastElect","committee.count","mov02","ethnicity","male","year_first_elected","seniority","leadership","professional","election18","legprofscore","term_limit","term_length","has_term_limits","last_term","staff","legprofscore_sd","staff_sd","committee.count_sd","seniority_sd","mov02_sd"
"IL","Senate","15","Napoleon Harris, III","senharrisil","Democratic","11/06/2012","11/06/2018",9,100,"white",1,2012,7,0,"Most Professional","Competitive election",0.26100001,1000,NA,0,0,851,0.069793524745183,-0.283923814620555,0.717958136815686,-0.15392147783659,1.42373176839025
"IL","Senate","16","Jacqueline Y. Collins","senatorjacqui","Democratic","11/05/2002","11/08/2016",5,100,"white",0,2002,17,1,"Most Professional","Competitive election",0.26100001,1000,NA,0,0,851,0.069793524745183,-0.283923814620555,-0.278079002490792,1.19692480640635,1.42373176839025
"IL","Senate","17","Donne E. Trotter","","Democratic",NA,NA,NA,100,"white",1,NA,NA,NA,"Most Professional","Competitive election",0.26100001,1000,NA,0,NA,851,0.069793524745183,-0.283923814620555,NA,NA,1.42373176839025
"IL","Senate","18","Bill Cunningham","senatorbillc","Democratic","11/06/2012","11/06/2018",6,100,"white",1,2012,7,0,"Most Professional","Competitive election",0.26100001,1000,NA,0,0,851,0.069793524745183,-0.283923814620555,-0.0290697176641724,-0.15392147783659,1.42373176839025
"IL","Senate","19","Michael E. Hastings","hastingsforil","Democratic","11/06/2012","11/08/2016",13,100,"white",1,2012,7,0,"Most Professional","Competitive election",0.26100001,1000,NA,0,0,851,0.069793524745183,-0.283923814620555,1.71399527612216,-0.15392147783659,1.42373176839025
"IL","Senate","2","Omar Aquino","omaraquinoil2","Democratic","07/01/2016","11/06/2018",10,100,"hispanic",1,2016,3,0,"Most Professional","Competitive election",0.26100001,1000,NA,0,0,851,0.069793524745183,-0.283923814620555,0.966967421642305,-0.694259991533765,1.42373176839025
"IL","Senate","20","Iris Y. Martinez","senirismartinez","Democratic","11/05/2002","11/06/2018",10,100,"hispanic",0,2002,17,1,"Most Professional","Competitive election",0.26100001,1000,NA,0,0,851,0.069793524745183,-0.283923814620555,0.966967421642305,1.19692480640635,1.42373176839025
"IL","Senate","21","Michael Connelly","","Republican",NA,NA,NA,1.2,"white",1,NA,NA,NA,"Most Professional","Competitive election",0.26100001,1000,NA,0,NA,851,0.069793524745183,-0.283923814620555,NA,NA,-1.29210281009588
"IL","Senate","22","Cristina Castro","castroforil22","Democratic","11/08/2016","11/08/2016",8,28.9,"hispanic",0,2016,3,0,"Most Professional","Competitive election",0.26100001,1000,NA,0,0,851,0.069793524745183,-0.283923814620555,0.468948851989066,-0.694259991533765,-0.530679552767279
"IL","Senate","23","Thomas Cullerton","vptommy","Democratic","11/06/2012","11/06/2018",8,9.7,"white",1,2012,7,0,"Most Professional","Competitive election",0.26100001,1000,NA,0,0,851,0.069793524745183,-0.283923814620555,0.468948851989066,-0.15392147783659,-1.05845307409252
"IL","Senate","24","Chris Nybo","chrisnybo","Republican",NA,NA,NA,1.6,"white",1,NA,NA,NA,"Most Professional","Competitive election",0.26100001,1000,NA,0,NA,851,0.069793524745183,-0.283923814620555,NA,NA,-1.2811075284016
"IL","Senate","25","Jim Oberweis","jimoberweis","Republican","11/06/2012","11/08/2016",10,9.3,"white",1,2012,7,1,"Most Professional","Competitive election",0.26100001,1000,NA,0,0,851,0.069793524745183,-0.283923814620555,0.966967421642305,-0.15392147783659,-1.06944835578679
"IL","Senate","26","Dan McConchie","danmcconchie","Republican","04/20/2016","11/06/2018",12,9.3,"white",1,2016,3,0,"Most Professional","Competitive election",0.26100001,1000,NA,0,0,851,0.069793524745183,-0.283923814620555,1.46498599129554,-0.694259991533765,-1.06944835578679
"IL","Senate","27","Tom Rooney","sentomrooney","Republican",NA,NA,NA,4,"white",1,NA,NA,NA,"Most Professional","Competitive election",0.26100001,1000,NA,0,NA,851,0.069793524745183,-0.283923814620555,NA,NA,-1.21513583823595
"IL","Senate","28","Laura M. Murphy","senatorlaura","Democratic","10/2015","11/08/2016",8,7,"white",0,2015,4,0,"Most Professional","Competitive election",0.26100001,1000,NA,0,0,851,0.069793524745183,-0.283923814620555,0.468948851989066,-0.559175363109471,-1.13267122552888
"IL","Senate","29","Julie A. Morrison","julieforsenate","Democratic","11/06/2012","11/06/2018",8,26.4,"white",0,2012,7,0,"Most Professional","Competitive election",0.26100001,1000,NA,0,0,851,0.069793524745183,-0.283923814620555,0.468948851989066,-0.15392147783659,-0.599400063356503
"IL","Senate","3","Mattie Hunter","senatorhunter","Democratic","2002","11/06/2018",8,100,"white",1,2002,17,1,"Most Professional","Competitive election",0.26100001,1000,NA,0,0,851,0.069793524745183,-0.283923814620555,0.468948851989066,1.19692480640635,1.42373176839025
"IL","Senate","30","Terry Link","","Democratic","11/05/1996","11/06/2018",7,36.1,"white",1,1996,23,1,"Most Professional","Competitive election",0.26100001,1000,NA,0,0,851,0.069793524745183,-0.283923814620555,0.219939567162447,2.00743257695211,-0.332764482270314
"IL","Senate","31","Melinda Bush","senatorbush","Democratic","11/06/2012","11/08/2016",11,8.1,"white",0,2012,7,0,"Most Professional","Competitive election",0.26100001,1000,NA,0,0,851,0.069793524745183,-0.283923814620555,1.21597670646892,-0.15392147783659,-1.10243420086962
"IL","Senate","32","Pamela J. Althoff","pamela_althoff","Republican",NA,NA,NA,9.4,"white",0,NA,NA,NA,"Most Professional","Competitive election",0.26100001,1000,NA,0,NA,851,0.069793524745183,-0.283923814620555,NA,NA,-1.06669953536322
"IL","Senate","33","Karen McConnaughay","kmcconnaughay33","Republican",NA,NA,NA,1.2,"white",0,NA,NA,NA,"Most Professional","Competitive election",0.26100001,1000,NA,0,NA,851,0.069793524745183,-0.283923814620555,NA,NA,-1.29210281009588
"IL","Senate","34","Steve Stadelman","stevestadelman","Democratic","11/06/2012","11/08/2016",8,100,"white",1,2012,7,0,"Most Professional","Competitive election",0.26100001,1000,NA,0,0,851,0.069793524745183,-0.283923814620555,0.468948851989066,-0.15392147783659,1.42373176839025
"IL","Senate","35","Dave Syverson","sen1dave","Republican","11/03/1992","11/06/2018",8,100,"white",1,1992,27,1,"Most Professional","Competitive election",0.26100001,1000,NA,0,0,851,0.069793524745183,-0.283923814620555,0.468948851989066,2.54777109064928,1.42373176839025
"IL","Senate","36","Neil Anderson","electneil","Republican","11/04/2014","11/06/2018",9,1.7,"white",1,2014,5,1,"Most Professional","Competitive election",0.26100001,1000,NA,0,0,851,0.069793524745183,-0.283923814620555,0.717958136815686,-0.424090734685178,-1.27835870797803
"IL","Senate","37","Chuck Weaver","senatorweaver","Republican","10/2015","11/08/2016",9,100,"white",1,2015,4,0,"Most Professional","Competitive election",0.26100001,1000,NA,0,0,851,0.069793524745183,-0.283923814620555,0.717958136815686,-0.559175363109471,1.42373176839025
"IL","Senate","38","Sue Rezin","senatorrezin","Republican","12/11/2010","11/06/2018",8,18.8,"white",0,2010,9,1,"Most Professional","Competitive election",0.26100001,1000,NA,0,0,851,0.069793524745183,-0.283923814620555,0.468948851989066,0.116247779011997,-0.808310415547743
"IL","Senate","39","Don Harmon","donharmonil","Democratic","11/05/2002","11/06/2018",10,100,"white",1,2002,17,1,"Most Professional","Competitive election",0.26100001,1000,NA,0,0,851,0.069793524745183,-0.283923814620555,0.966967421642305,1.19692480640635,1.42373176839025
"IL","Senate","4","Kimberly A. Lightford","llcoolk_4","Democratic","11/03/1998","11/08/2016",10,100,"black",0,1998,21,1,"Most Professional","Competitive election",0.26100001,1000,NA,0,0,851,0.069793524745183,-0.283923814620555,0.966967421642305,1.73726332010352,1.42373176839025
"IL","Senate","40","Toi W. Hutchinson","toihutchinson","Democratic","01/05/2009","11/08/2016",12,100,"white",0,2009,10,0,"Most Professional","Competitive election",0.26100001,1000,NA,0,0,851,0.069793524745183,-0.283923814620555,1.46498599129554,0.251332407436291,1.42373176839025
"IL","Senate","41","John Curran","","Republican","07/2017","11/06/2018",7,1.7,"white",1,2017,2,0,"Most Professional","Competitive election",0.26100001,1000,NA,0,0,851,0.069793524745183,-0.283923814620555,0.219939567162447,-0.829344619958059,-1.27835870797803
"IL","Senate","42","Linda Holmes","senatorholmes","Democratic","2006","11/06/2018",7,100,"white",0,2006,13,1,"Most Professional","Competitive election",0.26100001,1000,NA,0,0,851,0.069793524745183,-0.283923814620555,0.219939567162447,0.656586292709172,1.42373176839025
"IL","Senate","43","Pat McGuire","patmcguire43","Democratic","02/2012","11/08/2016",10,100,"white",1,2012,7,0,"Most Professional","Competitive election",0.26100001,1000,NA,0,0,851,0.069793524745183,-0.283923814620555,0.966967421642305,-0.15392147783659,1.42373176839025
"IL","Senate","44","William E. Brady","bill_brady","Republican",NA,NA,NA,100,"white",1,NA,NA,NA,"Most Professional","Competitive election",0.26100001,1000,NA,0,NA,851,0.069793524745183,-0.283923814620555,NA,NA,1.42373176839025
"IL","Senate","45","Tim Bivins","","Republican",NA,NA,NA,25.3,"white",1,NA,NA,NA,"Most Professional","Competitive election",0.26100001,1000,NA,0,NA,851,0.069793524745183,-0.283923814620555,NA,NA,-0.629637088015761
"IL","Senate","46","David Koehler","koehleril","Democratic","12/2006","11/08/2016",11,100,"white",1,2006,13,1,"Most Professional","Competitive election",0.26100001,1000,NA,0,0,851,0.069793524745183,-0.283923814620555,1.21597670646892,0.656586292709172,1.42373176839025
"IL","Senate","47","Jil Tracy","jiltracy","Republican","11/08/2016","11/06/2018",11,100,"white",0,2016,3,1,"Most Professional","Competitive election",0.26100001,1000,NA,0,0,851,0.069793524745183,-0.283923814620555,1.21597670646892,-0.694259991533765,1.42373176839025
"IL","Senate","48","Andy Manar","andymanar","Democratic","11/06/2012","11/06/2018",9,13.6,"white",1,2012,7,0,"Most Professional","Competitive election",0.26100001,1000,NA,0,0,851,0.069793524745183,-0.283923814620555,0.717958136815686,-0.15392147783659,-0.951249077573328
"IL","Senate","49","Jennifer Bertino-Tarrant","49jbt","Democratic","11/06/2012","11/08/2016",9,5.5,"white",0,2012,7,0,"Most Professional","Competitive election",0.26100001,1000,NA,0,0,851,0.069793524745183,-0.283923814620555,0.717958136815686,-0.15392147783659,-1.17390353188241
"IL","Senate","5","Patricia Van Pelt","senatorvanpelt","Democratic","11/06/2012","11/06/2018",11,100,"white",0,2012,7,0,"Most Professional","Competitive election",0.26100001,1000,NA,0,0,851,0.069793524745183,-0.283923814620555,1.21597670646892,-0.15392147783659,1.42373176839025
"IL","Senate","50","Wm. Sam McCann","mccann_sam","Republican",NA,NA,NA,100,"white",1,NA,NA,NA,"Most Professional","Competitive election",0.26100001,1000,NA,0,NA,851,0.069793524745183,-0.283923814620555,NA,NA,1.42373176839025
"IL","Senate","51","Chapin Rose","senchapinrose","Republican","11/06/2012","11/06/2018",7,100,"white",1,2012,7,1,"Most Professional","Competitive election",0.26100001,1000,NA,0,0,851,0.069793524745183,-0.283923814620555,0.219939567162447,-0.15392147783659,1.42373176839025
"IL","Senate","52","Scott M. Bennett","scottbennett52","Democratic","01/2015","11/08/2016",8,21.9,"white",1,2015,4,0,"Most Professional","Competitive election",0.26100001,1000,NA,0,0,851,0.069793524745183,-0.283923814620555,0.468948851989066,-0.559175363109471,-0.723096982417105
"IL","Senate","53","Jason A. Barickman","jasonbarickman","Republican","11/06/2012","11/06/2018",11,100,"white",1,2012,7,1,"Most Professional","Competitive election",0.26100001,1000,NA,0,0,851,0.069793524745183,-0.283923814620555,1.21597670646892,-0.15392147783659,1.42373176839025
"IL","Senate","54","Kyle McCarter","kylemccarteril","Republican",NA,NA,NA,40,"white",0,NA,NA,NA,"Most Professional","Competitive election",0.26100001,1000,NA,0,NA,851,0.069793524745183,-0.283923814620555,NA,NA,-0.225560485751125
"IL","Senate","55","Dale A. Righter","","Republican","11/05/2002","11/08/2016",11,100,"white",1,2002,17,1,"Most Professional","Competitive election",0.26100001,1000,NA,0,0,851,0.069793524745183,-0.283923814620555,1.21597670646892,1.19692480640635,1.42373176839025
"IL","Senate","56","William R. Haine","senhaineil56","Democratic",NA,NA,NA,16.8,"white",1,NA,NA,NA,"Most Professional","Competitive election",0.26100001,1000,NA,0,NA,851,0.069793524745183,-0.283923814620555,NA,NA,-0.863286824019122
"IL","Senate","57","James F. Clayborne, Jr.","","Democratic",NA,NA,NA,18.4,"white",1,NA,NA,NA,"Most Professional","Competitive election",0.26100001,1000,NA,0,NA,851,0.069793524745183,-0.283923814620555,NA,NA,-0.819305697242019
"IL","Senate","58","Paul Schimpf","schimpfpaul","Republican","11/08/2016","11/08/2016",11,21.1,"white",1,2016,3,0,"Most Professional","Competitive election",0.26100001,1000,NA,0,0,851,0.069793524745183,-0.283923814620555,1.21597670646892,-0.694259991533765,-0.745087545805657
"IL","Senate","59","Dale Fowler","dalefowleril","Republican","11/08/2016","11/06/2018",9,22.2,"white",1,2016,3,0,"Most Professional","Competitive election",0.26100001,1000,NA,0,0,851,0.069793524745183,-0.283923814620555,0.717958136815686,-0.694259991533765,-0.714850521146398
"IL","Senate","6","John J. Cullerton","","Democratic","1992","11/06/2018",2,100,"white",1,1992,27,1,"Most Professional","Competitive election",0.26100001,1000,NA,0,0,851,0.069793524745183,-0.283923814620555,-1.02510685697065,2.54777109064928,1.42373176839025
"IL","Senate","7","Heather A. Steans","heathersteans","Democratic","02/05/2008","11/08/2016",11,100,"black",0,2008,11,0,"Most Professional","Competitive election",0.26100001,1000,NA,0,0,851,0.069793524745183,-0.283923814620555,1.21597670646892,0.386417035860584,1.42373176839025
"IL","Senate","8","Ira I. Silverstein","sensilverstein","Democratic",NA,NA,NA,100,"white",0,NA,NA,NA,"Most Professional","Competitive election",0.26100001,1000,NA,0,NA,851,0.069793524745183,-0.283923814620555,NA,NA,1.42373176839025
"IL","Senate","9","Daniel Biss","danielbiss","Democratic",NA,NA,NA,43.7,"white",1,NA,NA,NA,"Most Professional","Competitive election",0.26100001,1000,NA,0,NA,851,0.069793524745183,-0.283923814620555,NA,NA,-0.123854130079074
"MA","House/Assembly","Barnstable","David T. Vieira","","Republican","11/06/2018","11/06/2018",4,NA,"white",1,2018,1,0,"Most Professional","Safe election",0.38499999,1000,NA,0,0,759,0.847846173228737,-0.386534237443555,-0.527088287317411,-0.964429248382352,NA
"MA","House/Assembly","Barnstable","Randy Hunt","randyhuntcpa","Republican","11/02/2010","11/06/2018",2,NA,"white",1,2010,9,0,"Most Professional","Safe election",0.38499999,1000,NA,0,0,759,0.847846173228737,-0.386534237443555,-1.02510685697065,0.116247779011997,NA
"MA","House/Assembly","Barnstable","Sarah K. Peake","skpeake","Democratic","11/2006","11/06/2018",3,NA,"white",0,2006,13,1,"Most Professional","Safe election",0.38499999,1000,NA,0,0,759,0.847846173228737,-0.386534237443555,-0.776097572144031,0.656586292709172,NA
"MA","House/Assembly","Barnstable","Timothy R. Whelan","trwhelan","Republican","11/04/2014","11/06/2018",4,NA,"white",1,2014,5,0,"Most Professional","Safe election",0.38499999,1000,NA,0,0,759,0.847846173228737,-0.386534237443555,-0.527088287317411,-0.424090734685178,NA
"MA","House/Assembly","Barnstable","William L. Crocker","willcrockerjr","Republican","11/08/2016","11/06/2018",3,NA,"white",1,2016,3,0,"Most Professional","Safe election",0.38499999,1000,NA,0,0,759,0.847846173228737,-0.386534237443555,-0.776097572144031,-0.694259991533765,NA
"MA","House/Assembly","Berkshire","John Barrett","","Democratic","11/07/2017","11/06/2018",5,NA,"white",1,2017,2,0,"Most Professional","Safe election",0.38499999,1000,NA,0,0,759,0.847846173228737,-0.386534237443555,-0.278079002490792,-0.829344619958059,NA
"MA","House/Assembly","Berkshire","Paul W. Mark","reppaulmark","Democratic","11/02/2010","11/06/2018",1,NA,"white",1,2010,9,0,"Most Professional","Safe election",0.38499999,1000,NA,0,0,759,0.847846173228737,-0.386534237443555,-1.27411614179727,0.116247779011997,NA
"MA","House/Assembly","Berkshire","Tricia Farley-Bouvier","reptricia","Democratic","11/2010","11/06/2018",4,NA,"white",0,2010,9,0,"Most Professional","Safe election",0.38499999,1000,NA,0,0,759,0.847846173228737,-0.386534237443555,-0.527088287317411,0.116247779011997,NA
"MA","House/Assembly","Berkshire","William Smitty Pignatelli","repsmitty","Democratic","11/05/2002","11/06/2018",1,NA,"white",1,2002,17,0,"Most Professional","Safe election",0.38499999,1000,NA,0,0,759,0.847846173228737,-0.386534237443555,-1.27411614179727,1.19692480640635,NA
"MA","House/Assembly","Bristol","Alan Silvia","repalansilvia","Democratic","11/06/2012","11/06/2018",5,NA,"white",1,2012,7,0,"Most Professional","Safe election",0.38499999,1000,NA,0,0,759,0.847846173228737,-0.386534237443555,-0.278079002490792,-0.15392147783659,NA
"MA","House/Assembly","Bristol","Antonio F. D. Cabral","reptonycabral","Democratic","11/06/1990","11/06/2018",1,NA,"hispanic",1,1990,29,0,"Most Professional","Safe election",0.38499999,1000,NA,0,0,759,0.847846173228737,-0.386534237443555,-1.27411614179727,2.81794034749787,NA
"MA","House/Assembly","Bristol","Carole A. Fiola","carolefiola","Democratic","09/10/2013","11/06/2018",5,NA,"white",0,2013,6,0,"Most Professional","Safe election",0.38499999,1000,NA,0,0,759,0.847846173228737,-0.386534237443555,-0.278079002490792,-0.289006106260884,NA
"MA","House/Assembly","Bristol","Christopher M. Markey","chrismarkeyrep","Democratic","11/02/2010","11/06/2018",1,NA,"white",1,2010,9,0,"Most Professional","Safe election",0.38499999,1000,NA,0,0,759,0.847846173228737,-0.386534237443555,-1.27411614179727,0.116247779011997,NA
"MA","House/Assembly","Bristol","Elizabeth A. Poirier","bettypoirierma","Republican","06/01/1999","11/06/2018",1,NA,"white",0,1999,20,1,"Most Professional","Safe election",0.38499999,1000,NA,0,0,759,0.847846173228737,-0.386534237443555,-1.27411614179727,1.60217869167923,NA
"MA","House/Assembly","Bristol","F. Jay Barrows","jay_barrows","Republican","11/2006","11/06/2018",2,NA,"white",1,2006,13,0,"Most Professional","Safe election",0.38499999,1000,NA,0,0,759,0.847846173228737,-0.386534237443555,-1.02510685697065,0.656586292709172,NA
"MA","House/Assembly","Bristol","Keiko M. Orrall","keikoorrall","Republican",NA,NA,NA,NA,"white",0,NA,NA,NA,"Most Professional","Safe election",0.38499999,1000,NA,0,NA,759,0.847846173228737,-0.386534237443555,NA,NA,NA
"MA","House/Assembly","Bristol","Patricia A. Haddad","rephaddad","Democratic","11/07/2000","11/06/2018",3,NA,"white",0,2000,19,1,"Most Professional","Safe election",0.38499999,1000,NA,0,0,759,0.847846173228737,-0.386534237443555,-0.776097572144031,1.46709406325493,NA
"MA","House/Assembly","Bristol","Paul A. Schmid, III","reppaulschmid","Democratic","11/02/2010","11/06/2018",5,NA,"white",1,2010,9,0,"Most Professional","Safe election",0.38499999,1000,NA,0,0,759,0.847846173228737,-0.386534237443555,-0.278079002490792,0.116247779011997,NA
"MA","House/Assembly","Bristol","Robert M. Koczera","","Democratic",NA,NA,NA,NA,"white",1,NA,NA,NA,"Most Professional","Safe election",0.38499999,1000,NA,0,NA,759,0.847846173228737,-0.386534237443555,NA,NA,NA
"MA","House/Assembly","Bristol","Shaunna L. OConnell","shaunnaoconnell","Republican","11/02/2010","11/06/2018",4,NA,"white",0,2010,9,0,"Most Professional","Safe election",0.38499999,1000,NA,0,0,759,0.847846173228737,-0.386534237443555,-0.527088287317411,0.116247779011997,NA
"MA","House/Assembly","Bristol","Steven S. Howitt","howittstaterep","Republican","11/02/2010","11/06/2018",4,NA,"white",1,2010,9,0,"Most Professional","Safe election",0.38499999,1000,NA,0,0,759,0.847846173228737,-0.386534237443555,-0.527088287317411,0.116247779011997,NA
"MA","House/Assembly","Bristol","Vacant","","",NA,NA,NA,NA,"white",1,NA,NA,NA,"Most Professional","Safe election",0.38499999,1000,NA,0,NA,759,0.847846173228737,-0.386534237443555,NA,NA,NA
"MA","House/Assembly","Bristol","William M. Straus","","Democratic","11/03/1992","11/06/2018",1,NA,"white",1,1992,27,0,"Most Professional","Safe election",0.38499999,1000,NA,0,0,759,0.847846173228737,-0.386534237443555,-1.27411614179727,2.54777109064928,NA
"MA","House/Assembly","Essex","Andres Vargas","","Democratic","11/07/2017","11/06/2018",5,NA,"hispanic",1,2017,2,0,"Most Professional","Safe election",0.38499999,1000,NA,0,0,759,0.847846173228737,-0.386534237443555,-0.278079002490792,-0.829344619958059,NA
"MA","House/Assembly","Essex","Ann-Margaret Ferrante","rep_amf","Democratic","11/04/2008","11/06/2018",3,NA,"white",1,2008,11,0,"Most Professional","Safe election",0.38499999,1000,NA,0,0,759,0.847846173228737,-0.386534237443555,-0.776097572144031,0.386417035860584,NA
"MA","House/Assembly","Essex","Bradford R. Hill","","Republican","11/03/1998","11/06/2018",1,NA,"white",1,1998,21,1,"Most Professional","Safe election",0.38499999,1000,NA,0,0,759,0.847846173228737,-0.386534237443555,-1.27411614179727,1.73726332010352,NA
"MA","House/Assembly","Essex","Brendan P. Crighton","brendancrighton","Democratic","03/06/2018","11/06/2018",6,NA,"white",1,2018,1,0,"Most Professional","Safe election",0.38499999,1000,NA,0,0,759,0.847846173228737,-0.386534237443555,-0.0290697176641724,-0.964429248382352,NA
"MA","House/Assembly","Essex","Dan Cahill","repdancahill","Democratic","04/01/2014","11/06/2018",5,NA,"white",1,2014,5,0,"Most Professional","Safe election",0.38499999,1000,NA,0,0,759,0.847846173228737,-0.386534237443555,-0.278079002490792,-0.424090734685178,NA
"MA","House/Assembly","Essex","Diana DiZoglio","dianadizoglio","Democratic","11/06/2018","11/06/2018",8,NA,"white",0,2018,1,0,"Most Professional","Safe election",0.38499999,1000,NA,0,0,759,0.847846173228737,-0.386534237443555,0.468948851989066,-0.964429248382352,NA
"MA","House/Assembly","Essex","Donald H. Wong","","Republican","11/02/2010","11/06/2018",4,NA,"asian",1,2010,9,0,"Most Professional","Safe election",0.38499999,1000,NA,0,0,759,0.847846173228737,-0.386534237443555,-0.527088287317411,0.116247779011997,NA
"MA","House/Assembly","Essex","Frank A. Moran","repmoran","Democratic","11/06/2012","11/06/2018",1,NA,"white",1,2012,7,0,"Most Professional","Safe election",0.38499999,1000,NA,0,0,759,0.847846173228737,-0.386534237443555,-1.27411614179727,-0.15392147783659,NA
"MA","House/Assembly","Essex","James J. Lyons, Jr.","repjimlyons","Republican",NA,NA,NA,NA,"white",1,NA,NA,NA,"Most Professional","Safe election",0.38499999,1000,NA,0,NA,759,0.847846173228737,-0.386534237443555,NA,NA,NA
"MA","House/Assembly","Essex","James M. Kelcourse","jameskelcourse","Republican","11/04/2014","11/06/2018",4,NA,"white",1,2014,5,0,"Most Professional","Safe election",0.38499999,1000,NA,0,0,759,0.847846173228737,-0.386534237443555,-0.527088287317411,-0.424090734685178,NA
"MA","House/Assembly","Essex","Jerald A. Parisella","jerryparisella","Democratic","11/02/2010","11/06/2018",1,NA,"white",1,2010,9,0,"Most Professional","Safe election",0.38499999,1000,NA,0,0,759,0.847846173228737,-0.386534237443555,-1.27411614179727,0.116247779011997,NA
"MA","House/Assembly","Essex","Juana B. Matias","juana_b_matias","Democratic",NA,NA,NA,NA,"white",0,NA,NA,NA,"Most Professional","Safe election",0.38499999,1000,NA,0,NA,759,0.847846173228737,-0.386534237443555,NA,NA,NA
"MA","House/Assembly","Essex","Leonard Mirra","lennymirra","Republican","11/06/2012","11/06/2018",3,NA,"white",1,2012,7,0,"Most Professional","Safe election",0.38499999,1000,NA,0,0,759,0.847846173228737,-0.386534237443555,-0.776097572144031,-0.15392147783659,NA
"MA","House/Assembly","Essex","Linda Dean Campbell","rep_campbell","Democratic","11/2006","11/06/2018",1,NA,"white",0,2006,13,0,"Most Professional","Safe election",0.38499999,1000,NA,0,0,759,0.847846173228737,-0.386534237443555,-1.27411614179727,0.656586292709172,NA
"MA","House/Assembly","Essex","Lori A. Ehrlich","loriehrlich","Democratic","03/04/2008","11/06/2018",1,NA,"white",0,2008,11,0,"Most Professional","Safe election",0.38499999,1000,NA,0,0,759,0.847846173228737,-0.386534237443555,-1.27411614179727,0.386417035860584,NA
"MA","House/Assembly","Essex","Paul Tucker","paultuckersalem","Democratic","11/04/2014","11/06/2018",3,NA,"white",1,2014,5,0,"Most Professional","Safe election",0.38499999,1000,NA,0,0,759,0.847846173228737,-0.386534237443555,-0.776097572144031,-0.424090734685178,NA
"MA","House/Assembly","Essex","Theodore C. Speliotis","","Democratic","11/05/1996","11/06/2018",1,NA,"white",1,1996,23,0,"Most Professional","Safe election",0.38499999,1000,NA,0,0,759,0.847846173228737,-0.386534237443555,-1.27411614179727,2.00743257695211,NA
"MA","House/Assembly","Essex","Thomas P. Walsh","walshforpeabody","Democratic","03/01/2016","11/06/2018",5,NA,"white",1,2016,3,0,"Most Professional","Safe election",0.38499999,1000,NA,0,0,759,0.847846173228737,-0.386534237443555,-0.278079002490792,-0.694259991533765,NA
"MA","House/Assembly","Franklin","Stephen Kulik","repstevekulik","Democratic",NA,NA,NA,NA,"white",1,NA,NA,NA,"Most Professional","Safe election",0.38499999,1000,NA,0,NA,759,0.847846173228737,-0.386534237443555,NA,NA,NA
"MA","House/Assembly","Franklin","Susannah M. Whipps","repwhipps","Republican","11/04/2014","11/06/2018",4,NA,"white",0,2014,5,0,"Most Professional","Safe election",0.38499999,1000,NA,0,0,759,0.847846173228737,-0.386534237443555,-0.527088287317411,-0.424090734685178,NA
"MA","House/Assembly","Hampden","Aaron Vega","aaronmvega","Democratic","11/06/2012","11/06/2018",4,NA,"hispanic",1,2012,7,0,"Most Professional","Safe election",0.38499999,1000,NA,0,0,759,0.847846173228737,-0.386534237443555,-0.527088287317411,-0.15392147783659,NA
"MA","House/Assembly","Hampden","Angelo J. Puppolo, Jr.","apuppolo","Democratic","","11/06/2018",1,NA,"white",1,NA,NA,0,"Most Professional","Safe election",0.38499999,1000,NA,0,NA,759,0.847846173228737,-0.386534237443555,-1.27411614179727,NA,NA
"MA","House/Assembly","Hampden","Brian M. Ashe","repashe","Democratic","11/04/2008","11/06/2018",5,NA,"white",1,2008,11,0,"Most Professional","Safe election",0.38499999,1000,NA,0,0,759,0.847846173228737,-0.386534237443555,-0.278079002490792,0.386417035860584,NA
"MA","House/Assembly","Hampden","Bud L. Williams","","Democratic","11/08/2016","11/06/2018",5,NA,"black",1,2016,3,0,"Most Professional","Safe election",0.38499999,1000,NA,0,0,759,0.847846173228737,-0.386534237443555,-0.278079002490792,-0.694259991533765,NA
"MA","House/Assembly","Hampden","Carlos Gonzalez","vote4gonzalez","Democratic","11/04/2014","11/06/2018",5,NA,"hispanic",1,2014,5,0,"Most Professional","Safe election",0.38499999,1000,NA,0,0,759,0.847846173228737,-0.386534237443555,-0.278079002490792,-0.424090734685178,NA
"MA","House/Assembly","Hampden","John C. Velis","johnvelis_","Democratic","04/01/2014","11/06/2018",5,NA,"hispanic",1,2014,5,0,"Most Professional","Safe election",0.38499999,1000,NA,0,0,759,0.847846173228737,-0.386534237443555,-0.278079002490792,-0.424090734685178,NA
"MA","House/Assembly","Hampden","Jose F. Tosado","josetosado4rep","Democratic","11/04/2014","11/06/2018",5,NA,"hispanic",1,2014,5,0,"Most Professional","Safe election",0.38499999,1000,NA,0,0,759,0.847846173228737,-0.386534237443555,-0.278079002490792,-0.424090734685178,NA
"MA","House/Assembly","Hampden","Joseph F. Wagner","repwagner","Democratic","1992","11/06/2018",2,NA,"white",1,1992,27,1,"Most Professional","Safe election",0.38499999,1000,NA,0,0,759,0.847846173228737,-0.386534237443555,-1.02510685697065,2.54777109064928,NA
"MA","House/Assembly","Hampden","Michael J. Finn","michaeljfinn","Democratic","11/06/2018","11/06/2018",4,NA,"white",1,2018,1,0,"Most Professional","Safe election",0.38499999,1000,NA,0,0,759,0.847846173228737,-0.386534237443555,-0.527088287317411,-0.964429248382352,NA
